"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","1","$0.70","($70.03)"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","1","$0.70","($70.03)"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","1","$0.70","($70.03)"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","9","$0.70","($630.27)"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","5","$0.70","($350.15)"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","5","$0.70","($350.15)"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","5","$0.70","($350.15)"
"4/2/2024","4/2/2024","4/3/2024","META","META 4/5/2024 Call $517.50","BTO","1","$0.70","($70.03)"
"4/2/2024","4/2/2024","4/3/2024","","ACH Deposit","ACH","","","$2,000.00"
"4/2/2024","4/2/2024","4/3/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","18","$0.31","$557.40"
"4/2/2024","4/2/2024","4/3/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","22","$0.31","$681.27"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","40","$1.38","($5,521.20)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","5","$1.33","$664.83"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","3","$1.33","$398.89"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","5","$1.33","$664.83"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","2","$1.35","$269.92"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","2","$1.35","$269.92"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","1","$1.33","$132.95"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","12","$1.33","$1,595.59"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","3","$1.33","$398.89"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","1","$1.33","$132.95"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","3","$1.33","$398.89"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","3","$1.33","$398.89"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","20","$1.05","($2,100.60)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","13","$1.10","($1,430.39)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","7","$1.10","($770.21)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","STC","30","$0.78","$2,339.00"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","1","$0.93","($93.03)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","1","$0.93","($93.03)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","1","$0.93","($93.03)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","12","$0.93","($1,116.36)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","1","$0.93","($93.03)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","1","$0.93","($93.03)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","8","$0.93","($744.24)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","1","$0.93","($93.03)"
"4/1/2024","4/1/2024","4/2/2024","FSLR","FSLR 4/5/2024 Call $177.50","BTO","4","$0.93","($372.12)"
"4/1/2024","4/1/2024","4/2/2024","SWKS","SWKS 4/5/2024 Call $110.00","STC","5","$0.60","$299.83"
"4/1/2024","4/1/2024","4/2/2024","SWKS","SWKS 4/5/2024 Call $110.00","STC","15","$0.62","$929.50"
"3/28/2024","3/28/2024","4/1/2024","SWKS","Option Expiration for SWKS 3/28/2024 Call $109.00","OEXP","60S","",""
"3/28/2024","3/28/2024","4/1/2024","SWKS","Option Expiration for SWKS 3/28/2024 Call $110.00","OEXP","160S","",""
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 4/5/2024 Call $110.00","BTO","11","$0.95","($1,045.33)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 4/5/2024 Call $110.00","BTO","8","$0.95","($760.24)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 4/5/2024 Call $110.00","BTO","1","$0.95","($95.03)"
"3/28/2024","3/28/2024","4/1/2024","NVDA","NVDA 3/28/2024 Put $895.00","STC","1","$0.06","$5.95"
"3/28/2024","3/28/2024","4/1/2024","RH","RH 3/28/2024 Call $355.00","STC","1","$0.25","$24.95"
"3/28/2024","3/28/2024","4/1/2024","RH","RH 3/28/2024 Call $355.00","STC","1","$0.25","$24.95"
"3/28/2024","3/28/2024","4/1/2024","RH","RH 3/28/2024 Call $350.00","STC","5","$3.00","$1,499.82"
"3/28/2024","3/28/2024","4/1/2024","RH","RH 3/28/2024 Call $350.00","BTO","5","$1.50","($750.15)"
"3/28/2024","3/28/2024","4/1/2024","RH","RH 3/28/2024 Call $355.00","BTO","2","$0.30","($60.06)"
"3/28/2024","3/28/2024","4/1/2024","NVDA","NVDA 3/28/2024 Put $895.00","BTO","1","$0.76","($76.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","7","$0.15","($105.21)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","23","$0.20","($460.69)"
"3/28/2024","3/28/2024","4/4/2024","","ACH Withdrawal","ACH","","","($10,600.00)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.40","($40.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.40","($40.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","2","$0.40","($80.06)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.40","($40.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","3","$0.40","($120.09)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","2","$0.40","($80.06)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.40","($40.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","6","$0.40","($240.18)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.39","($39.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.40","($40.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.40","($40.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.39","($39.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","4","$0.40","($160.12)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.39","($39.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","2","$0.40","($80.06)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.39","($39.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $109.00","BTO","1","$0.39","($39.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","6","$0.20","($120.18)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","99","$0.20","($1,982.97)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","1","$0.20","($20.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","4","$0.20","($80.12)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","9","$0.20","($180.27)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","17","$0.15","($255.51)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","1","$0.15","($15.03)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","3","$0.15","($45.09)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","10","$0.15","($150.30)"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $108.00","STC","148","$1.30","$19,234.99"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $108.00","STC","1","$1.25","$124.95"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $108.00","STC","1","$1.25","$124.95"
"3/28/2024","3/28/2024","4/1/2024","SWKS","SWKS 3/28/2024 Call $110.00","BTO","10","$0.09","($90.30)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","50","$0.20","($1,001.50)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","6","$0.35","($210.18)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","1","$0.35","($35.03)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","1","$0.35","($35.03)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","2","$0.35","($70.06)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","60","$0.30","($1,801.80)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","4","$0.30","($120.12)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","6","$0.30","($180.18)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","11","$0.25","($275.33)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","1","$0.25","($25.03)"
"3/27/2024","3/27/2024","3/28/2024","SWKS","SWKS 3/28/2024 Call $108.00","BTO","8","$0.25","($200.24)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","3","$2.11","$632.89"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","2","$2.11","$421.92"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","1","$2.11","$210.95"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","1","$2.11","$210.95"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","1","$2.11","$210.95"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","2","$2.22","$443.92"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","9","$1.73","($1,557.27)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$1.73","($173.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","10","$2.80","$2,799.64"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","2","$2.34","($468.06)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.34","($234.03)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","10","$2.00","$1,999.65"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","10","$1.85","($1,850.30)"
"3/26/2024","3/26/2024","3/27/2024","NVDA","NVDA 3/28/2024 Put $900.00","STC","10","$1.50","$1,499.65"
"3/26/2024","3/26/2024","3/26/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"3/25/2024","3/25/2024","3/26/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","5","$2.14","($1,070.15)"
"3/25/2024","3/25/2024","3/26/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.14","($214.03)"
"3/25/2024","3/25/2024","3/26/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","1","$2.14","($214.03)"
"3/25/2024","3/25/2024","3/26/2024","NVDA","NVDA 3/28/2024 Put $900.00","BTO","3","$2.14","($642.09)"
"3/22/2024","3/22/2024","3/25/2024","RH","Option Expiration for RH 3/22/2024 Call $310.00","OEXP","3S","",""
"3/22/2024","3/22/2024","3/25/2024","RH","Option Expiration for RH 3/22/2024 Call $320.00","OEXP","1S","",""
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","2","$0.08","$15.92"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","1","$0.08","$7.95"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","2","$0.08","$15.92"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","5","$0.08","$39.83"
"3/22/2024","3/22/2024","3/25/2024","RH","RH 3/22/2024 Call $310.00","BTO","1","$0.23","($23.03)"
"3/22/2024","3/22/2024","3/25/2024","RH","RH 3/22/2024 Call $310.00","BTO","2","$0.23","($46.06)"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","BTO","10","$0.26","($260.30)"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","3","$0.17","$50.89"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","2","$0.17","$33.92"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","1","$0.17","$16.95"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","4","$0.17","$67.86"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","BTO","10","$0.23","($230.30)"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","1","$0.42","$41.95"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","1","$0.44","$43.95"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","1","$0.44","$43.95"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","1","$0.42","$41.95"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","STC","2","$0.42","$83.92"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","BTO","1","$0.70","($70.03)"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","BTO","1","$0.70","($70.03)"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","BTO","1","$0.70","($70.03)"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","BTO","1","$0.70","($70.03)"
"3/22/2024","3/22/2024","3/25/2024","NFLX","NFLX 3/22/2024 Call $635.00","BTO","2","$0.66","($132.06)"
"3/21/2024","3/21/2024","3/22/2024","RH","RH 3/22/2024 Call $320.00","BTO","1","$0.85","($85.03)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","29","$0.33","$956.04"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","2","$0.33","$65.92"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","29","$0.33","$956.04"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","1","$0.23","($23.03)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","1","$0.23","($23.03)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","2","$0.23","($46.06)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","5","$0.23","($115.15)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","20","$0.23","($460.60)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","9","$0.23","($207.27)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","4","$0.23","($92.12)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","5","$0.23","($115.15)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","5","$0.23","($115.15)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","8","$0.23","($184.24)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","6","$0.19","$113.79"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","24","$0.19","$455.20"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","1","$0.19","$18.95"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","2","$0.19","$37.92"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","13","$0.19","$246.56"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","13","$0.19","$246.56"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","1","$0.19","$18.95"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","60","$0.23","($1,381.80)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","60","$0.19","$1,138.02"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","30","$0.16","($480.90)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","30","$0.16","($480.90)"
"3/21/2024","3/21/2024","3/22/2024","DIS","DIS 3/22/2024 Call $118.00","STC","40","$0.16","$638.68"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","12","$0.28","($336.36)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","6","$0.28","($168.18)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","2","$0.28","($56.06)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","10","$0.28","($280.30)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","1","$0.28","($28.03)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $118.00","BTO","9","$0.28","($252.27)"
"3/20/2024","3/20/2024","3/21/2024","NFLX","NFLX 3/22/2024 Put $610.00","STC","10","$0.84","$839.66"
"3/20/2024","3/20/2024","3/21/2024","NFLX","NFLX 3/22/2024 Put $610.00","BTO","10","$0.92","($920.30)"
"3/20/2024","3/20/2024","3/21/2024","NFLX","NFLX 3/22/2024 Put $610.00","STC","10","$0.95","$949.66"
"3/20/2024","3/20/2024","3/21/2024","NFLX","NFLX 3/22/2024 Put $610.00","BTO","10","$1.10","($1,100.30)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","STC","1","$0.50","$49.95"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","STC","5","$0.50","$249.83"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","STC","25","$0.50","$1,249.17"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","STC","3","$0.50","$149.89"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","STC","3","$0.50","$149.89"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","STC","3","$0.50","$149.89"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","BTO","20","$0.38","($760.60)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","BTO","10","$0.37","($370.30)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $117.00","BTO","10","$0.50","($500.30)"
"3/20/2024","3/20/2024","3/21/2024","DIS","DIS 3/22/2024 Call $115.00","STC","40","$1.42","$5,678.64"
"3/19/2024","3/19/2024","3/20/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","40","$0.72","($2,881.20)"
"3/19/2024","3/19/2024","3/20/2024","DIS","DIS 3/22/2024 Call $115.00","STC","1","$0.62","$61.95"
"3/19/2024","3/19/2024","3/20/2024","DIS","DIS 3/22/2024 Call $115.00","STC","39","$0.62","$2,416.70"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","40","$0.82","($3,281.20)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","1","$1.11","$110.95"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","1","$1.11","$110.95"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","4","$1.11","$443.86"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","1","$1.11","$110.95"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","1","$1.11","$110.95"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","7","$1.11","$776.76"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","1","$1.11","$110.95"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","STC","4","$1.11","$443.86"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","STC","18","$0.72","$1,295.39"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","STC","1","$0.72","$71.95"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","STC","1","$0.72","$71.95"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","3","$0.72","($216.09)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","2","$0.72","($144.06)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $115.00","BTO","1","$0.71","($71.03)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","BTO","10","$1.20","($1,200.30)"
"3/18/2024","3/18/2024","3/19/2024","DIS","DIS 3/22/2024 Call $114.00","BTO","4","$0.97","($388.12)"
